x,y,walls
44,2,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
45,2,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
46,2,"{'top': True, 'right': True, 'bottom': True, 'left': False}"
47,2,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
0,3,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
1,3,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
2,3,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
3,3,"{'top': False, 'right': True, 'bottom': False, 'left': False}"
4,3,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
5,3,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
6,3,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
7,3,"{'top': False, 'right': False, 'bottom': False, 'left': True}"
8,3,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
9,3,"{'top': True, 'right': False, 'bottom': True, 'left': True}"
10,3,"{'top': False, 'right': True, 'bottom': False, 'left': False}"
11,3,"{'top': True, 'right': True, 'bottom': False, 'left': True}"
12,3,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
13,3,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
14,3,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
15,3,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
16,3,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
17,3,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
18,3,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
19,3,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
20,3,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
21,3,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
22,3,"{'top': False, 'right': True, 'bottom': True, 'left': True}"
23,3,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
24,3,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
25,3,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
26,3,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
27,3,"{'top': False, 'right': True, 'bottom': False, 'left': False}"
28,3,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
29,3,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
30,3,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
31,3,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
32,3,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
33,3,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
34,3,"{'top': True, 'right': False, 'bottom': True, 'left': True}"
35,3,"{'top': True, 'right': False, 'bottom': False, 'left': False}"
36,3,"{'top': True, 'right': True, 'bottom': True, 'left': False}"
37,3,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
38,3,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
39,3,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
40,3,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
41,3,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
42,3,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
43,3,"{'top': True, 'right': False, 'bottom': True, 'left': True}"
44,3,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
45,3,"{'top': True, 'right': False, 'bottom': False, 'left': False}"
46,3,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
47,3,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
0,4,"{'top': True, 'right': True, 'bottom': False, 'left': True}"
1,4,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
2,4,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
3,4,"{'top': False, 'right': True, 'bottom': True, 'left': True}"
4,4,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
5,4,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
6,4,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
7,4,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
8,4,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
9,4,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
10,4,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
11,4,"{'top': False, 'right': False, 'bottom': False, 'left': True}"
12,4,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
13,4,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
14,4,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
15,4,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
16,4,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
17,4,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
18,4,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
19,4,"{'top': True, 'right': False, 'bottom': False, 'left': False}"
20,4,"{'top': True, 'right': True, 'bottom': True, 'left': False}"
21,4,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
22,4,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
23,4,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
24,4,"{'top': True, 'right': True, 'bottom': False, 'left': True}"
25,4,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
26,4,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
27,4,"{'top': False, 'right': True, 'bottom': True, 'left': True}"
28,4,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
29,4,"{'top': False, 'right': True, 'bottom': True, 'left': True}"
30,4,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
31,4,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
32,4,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
33,4,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
34,4,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
35,4,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
36,4,"{'top': True, 'right': False, 'bottom': False, 'left': False}"
37,4,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
38,4,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
39,4,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
40,4,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
41,4,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
42,4,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
43,4,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
44,4,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
45,4,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
46,4,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
47,4,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
0,5,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
1,5,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
2,5,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
3,5,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
4,5,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
5,5,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
6,5,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
7,5,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
8,5,"{'top': False, 'right': True, 'bottom': False, 'left': False}"
9,5,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
10,5,"{'top': True, 'right': True, 'bottom': False, 'left': True}"
11,5,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
12,5,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
13,5,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
14,5,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
15,5,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
16,5,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
17,5,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
18,5,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
19,5,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
20,5,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
21,5,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
22,5,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
23,5,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
24,5,"{'top': False, 'right': False, 'bottom': False, 'left': True}"
25,5,"{'top': True, 'right': True, 'bottom': True, 'left': False}"
26,5,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
27,5,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
28,5,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
29,5,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
30,5,"{'top': False, 'right': False, 'bottom': False, 'left': True}"
31,5,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
32,5,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
33,5,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
34,5,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
35,5,"{'top': True, 'right': False, 'bottom': False, 'left': False}"
36,5,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
37,5,"{'top': False, 'right': True, 'bottom': True, 'left': True}"
38,5,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
39,5,"{'top': True, 'right': False, 'bottom': True, 'left': True}"
40,5,"{'top': False, 'right': True, 'bottom': False, 'left': False}"
41,5,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
42,5,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
43,5,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
44,5,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
45,5,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
46,5,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
47,5,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
0,6,"{'top': False, 'right': False, 'bottom': False, 'left': True}"
1,6,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
2,6,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
3,6,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
4,6,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
5,6,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
6,6,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
7,6,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
8,6,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
9,6,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
10,6,"{'top': False, 'right': False, 'bottom': False, 'left': True}"
11,6,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
12,6,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
13,6,"{'top': True, 'right': True, 'bottom': False, 'left': True}"
14,6,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
15,6,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
16,6,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
17,6,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
18,6,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
19,6,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
20,6,"{'top': False, 'right': False, 'bottom': False, 'left': True}"
21,6,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
22,6,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
23,6,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
24,6,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
25,6,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
26,6,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
27,6,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
28,6,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
29,6,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
30,6,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
31,6,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
32,6,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
33,6,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
34,6,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
35,6,"{'top': False, 'right': True, 'bottom': True, 'left': True}"
36,6,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
37,6,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
38,6,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
39,6,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
40,6,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
41,6,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
42,6,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
43,6,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
44,6,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
45,6,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
46,6,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
47,6,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
0,7,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
1,7,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
2,7,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
3,7,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
4,7,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
5,7,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
6,7,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
7,7,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
8,7,"{'top': True, 'right': True, 'bottom': False, 'left': True}"
9,7,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
10,7,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
11,7,"{'top': True, 'right': False, 'bottom': True, 'left': True}"
12,7,"{'top': True, 'right': False, 'bottom': False, 'left': False}"
13,7,"{'top': False, 'right': False, 'bottom': True, 'left': False}"
14,7,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
15,7,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
16,7,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
17,7,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
18,7,"{'top': False, 'right': True, 'bottom': True, 'left': True}"
19,7,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
20,7,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
21,7,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
22,7,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
23,7,"{'top': True, 'right': False, 'bottom': True, 'left': True}"
24,7,"{'top': False, 'right': True, 'bottom': False, 'left': False}"
25,7,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
26,7,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
27,7,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
28,7,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
29,7,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
30,7,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
31,7,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
32,7,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
33,7,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
34,7,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
35,7,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
36,7,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
37,7,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
38,7,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
39,7,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
40,7,"{'top': True, 'right': True, 'bottom': False, 'left': True}"
41,7,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
42,7,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
43,7,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
44,7,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
45,7,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
46,7,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
47,7,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
0,8,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
1,8,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
2,8,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
3,8,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
4,8,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
5,8,"{'top': True, 'right': False, 'bottom': False, 'left': False}"
6,8,"{'top': True, 'right': True, 'bottom': True, 'left': False}"
7,8,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
8,8,"{'top': False, 'right': False, 'bottom': False, 'left': True}"
9,8,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
10,8,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
11,8,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
12,8,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
13,8,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
14,8,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
15,8,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
16,8,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
17,8,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
18,8,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
19,8,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
20,8,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
21,8,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
22,8,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
23,8,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
24,8,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
25,8,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
26,8,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
27,8,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
28,8,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
29,8,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
30,8,"{'top': False, 'right': False, 'bottom': True, 'left': True}"
31,8,"{'top': False, 'right': True, 'bottom': True, 'left': False}"
32,8,"{'top': False, 'right': True, 'bottom': False, 'left': True}"
33,8,"{'top': False, 'right': True, 'bottom': True, 'left': True}"
34,8,"{'top': True, 'right': False, 'bottom': False, 'left': True}"
35,8,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
36,8,"{'top': True, 'right': False, 'bottom': True, 'left': False}"
37,8,"{'top': True, 'right': False, 'bottom': False, 'left': False}"
38,8,"{'top': True, 'right': True, 'bottom': False, 'left': False}"
